concept,subtype,source_dataset,current_matched_image,archive_image_count,selected_image_count
rooster,"animal, bird",things,data/images/things_max/rooster.jpg,14,14
root,Noun,things,data/images/things_max/root.jpg,13,13
rope,tool,things,data/images/things_max/rope.jpg,16,16
rosary,Noun,things,data/images/things_max/rosary.jpg,12,12
rose,plant,things,data/images/things_max/rose.jpg,17,17
roulette_wheel,#N/A,things,data/images/things_max/roulette_wheel.jpg,16,16
router,electronic device,things,data/images/things_max/router.jpg,14,14
rubber_band,office supply,things,data/images/things_max/rubber_band.jpg,12,12
ruby,decoration,things,data/images/things_max/ruby.jpg,15,15
rudder,Noun,things,data/images/things_max/rudder.jpg,13,13
rug,home decor,things,data/images/things_max/rug.jpg,14,14
ruler,tool,things,data/images/things_max/ruler.jpg,13,13
rust,Noun,things,data/images/things_max/rust.jpg,13,13
saddle,sports equipment,things,data/images/things_max/saddle.jpg,13,13
safety_pin,#N/A,things,data/images/things_max/safety_pin.jpg,12,12
saffron,food,things,data/images/things_max/saffron.jpg,14,14
sail,Verb,things,data/images/things_max/sail.jpg,12,12
sailboat,vehicle,things,data/images/things_max/sailboat.jpg,15,15
salad,food,things,data/images/things_max/salad.jpg,17,17
salami,food,things,data/images/things_max/salami.jpg,14,14
saltshaker,container,things,data/images/things_max/saltshaker.jpg,16,16
sand,Noun,things,data/images/things_max/sand.jpg,21,21
sandal,clothing,things,data/images/things_max/sandal.jpg,15,15
sandbag,container,things,data/images/things_max/sandbag.jpg,14,14
sandbox,toy,things,data/images/things_max/sandbox.jpg,14,14
sandcastle,Noun,things,data/images/things_max/sandcastle.jpg,12,12
sandpaper,tool,things,data/images/things_max/sandpaper.jpg,12,12
sandwich,food,things,data/images/things_max/sandwich.jpg,15,15
sarcophagus,container,things,data/images/things_max/sarcophagus.jpg,12,12
sardine,"animal, food",things,data/images/things_max/sardine.jpg,12,12
satellite,Noun,things,data/images/things_max/satellite.jpg,12,12
satellite_dish,#N/A,things,data/images/things_max/satellite_dish.jpg,12,12
sauce,food,things,data/images/things_max/sauce.jpg,12,12
saucer,Noun,things,data/images/things_max/saucer.jpg,12,12
sauerkraut,food,things,data/images/things_max/sauerkraut.jpg,13,13
sausage,food,things,data/images/things_max/sausage.jpg,16,16
saw,tool,things,data/images/things_max/saw.jpg,13,13
sawhorse,tool,things,data/images/things_max/sawhorse.jpg,12,12
saxophone,musical instrument,things,data/images/things_max/saxophone.jpg,12,12
scaffold,Noun,things,data/images/things_max/scaffold.jpg,13,13
scaffolding,Noun,things,data/images/things_max/scaffolding.jpg,12,12
scale,Noun,things,data/images/things_max/scale.jpg,12,12
scallion,"food, vegetable",things,data/images/things_max/scallion.jpg,15,15
scallop,"animal, food",things,data/images/things_max/scallop.jpg,15,15
scalpel,"medical equipment, weapon, tool",things,data/images/things_max/scalpel.jpg,13,13
scanner,electronic device,things,data/images/things_max/scanner.jpg,12,12
scarecrow,home decor,things,data/images/things_max/scarecrow.jpg,12,12
scarf,"clothing, clothing accessory",things,data/images/things_max/scarf.jpg,16,16
school_bus,vehicle,things,data/images/things_max/school_bus.jpg,13,13
scissors,"office supply, weapon, tool",things,data/images/things_max/scissors.jpg,14,14
scone,food,things,data/images/things_max/scone.jpg,14,14
scoop,"kitchen tool, tool",things,data/images/things_max/scoop.jpg,12,12
scooter,"toy, vehicle",things,data/images/things_max/scooter.jpg,16,16
scoreboard,sports equipment,things,data/images/things_max/scoreboard.jpg,13,13
scorpion,animal,things,data/images/things_max/scorpion.jpg,13,13
scrabble,Noun,things,data/images/things_max/scrabble.jpg,12,12
scrambled_egg,food,things,data/images/things_max/scrambled_egg.jpg,12,12
scraper,tool,things,data/images/things_max/scraper.jpg,12,12
screen1,electronic device,things,data/images/things_max/screen1.jpg,14,14
screen2,Noun,things,data/images/things_max/screen2.jpg,14,14
screw,tool,things,data/images/things_max/screw.jpg,14,14
screwdriver,tool,things,data/images/things_max/screwdriver.jpg,15,15
scuba,sports equipment,things,data/images/things_max/scuba.jpg,13,13
sea_urchin,animal,things,data/images/things_max/sea_urchin.jpg,27,27
seafood,food,things,data/images/things_max/seafood.jpg,13,13
seagull,"animal, bird",things,data/images/things_max/seagull.jpg,12,12
seahorse,animal,things,data/images/things_max/seahorse.jpg,15,15
seal,animal,things,data/images/things_max/seal.jpg,14,14
seaplane,vehicle,things,data/images/things_max/seaplane.jpg,14,14
seatbelt,part of car,things,data/images/things_max/seatbelt.jpg,13,13
seaweed,"plant, food",things,data/images/things_max/seaweed.jpg,12,12
seed,fruit,things,data/images/things_max/seed.jpg,14,14
seesaw,toy,things,data/images/things_max/seesaw.jpg,13,13
seismograph,Noun,things,data/images/things_max/seismograph.jpg,12,12
sequin,decoration,things,data/images/things_max/sequin.jpg,13,13
sewage,Noun,things,data/images/things_max/sewage.jpg,13,13
sewing_kit,#N/A,things,data/images/things_max/sewing_kit.jpg,15,15
sewing_machine,electronic device,things,data/images/things_max/sewing_machine.jpg,12,12
shaker,container,things,data/images/things_max/shaker.jpg,12,12
shark,animal,things,data/images/things_max/shark.jpg,17,17
shaving_cream,#N/A,things,data/images/things_max/shaving_cream.jpg,12,12
shawl,"clothing, clothing accessory",things,data/images/things_max/shawl.jpg,13,13
shears,tool,things,data/images/things_max/shears.jpg,15,15
sheath,Noun,things,data/images/things_max/sheath.jpg,12,12
sheep,animal,things,data/images/things_max/sheep.jpg,12,12
sheet,Noun,things,data/images/things_max/sheet.jpg,13,13
shelf,furniture,things,data/images/things_max/shelf.jpg,12,12
shell1,Noun,things,data/images/things_max/shell1.jpg,14,14
shell2,Noun,things,data/images/things_max/shell2.jpg,16,16
shell3,Noun,things,data/images/things_max/shell3.jpg,12,12
shield,Noun,things,data/images/things_max/shield.jpg,12,12
ship,vehicle,things,data/images/things_max/ship.jpg,13,13
shirt,clothing,things,data/images/things_max/shirt.jpg,12,12
shoe,clothing,things,data/images/things_max/shoe.jpg,18,18
shoe_polish,#N/A,things,data/images/things_max/shoe_polish.jpg,12,12
shoehorn,tool,things,data/images/things_max/shoehorn.jpg,12,12
shoelace,Noun,things,data/images/things_max/shoelace.jpg,13,13
shopping_basket,container,things,data/images/things_max/shopping_basket.jpg,12,12
shopping_cart,container,things,data/images/things_max/shopping_cart.jpg,16,16
shortbread,"food, dessert",things,data/images/things_max/shortbread.jpg,14,14
shorts,clothing,things,data/images/things_max/shorts.jpg,14,14
shoulder,body part,things,data/images/things_max/shoulder.jpg,12,12
shovel,tool,things,data/images/things_max/shovel.jpg,12,12
shower,Noun,things,data/images/things_max/shower.jpg,13,13
shower_cap,clothing,things,data/images/things_max/shower_cap.jpg,12,12
shower_curtain,#N/A,things,data/images/things_max/shower_curtain.jpg,19,19
showerhead,Noun,things,data/images/things_max/showerhead.jpg,16,16
shredder,electronic device,things,data/images/things_max/shredder.jpg,14,14
shrimp,"animal, food",things,data/images/things_max/shrimp.jpg,12,12
shuffleboard,Noun,things,data/images/things_max/shuffleboard.jpg,16,16
shutter,Noun,things,data/images/things_max/shutter.jpg,15,15
sickle,tool,things,data/images/things_max/sickle.jpg,13,13
sidecar,Noun,things,data/images/things_max/sidecar.jpg,20,20
sifter,kitchen tool,things,data/images/things_max/sifter.jpg,13,13
silicone,Noun,things,data/images/things_max/silicone.jpg,13,13
silverware,Noun,things,data/images/things_max/silverware.jpg,13,13
sim_card,#N/A,things,data/images/things_max/sim_card.jpg,13,13
sink,Noun,things,data/images/things_max/sink.jpg,15,15
siren,Noun,things,data/images/things_max/siren.jpg,13,13
skateboard,"toy, vehicle, sports equipment",things,data/images/things_max/skateboard.jpg,14,14
skeleton,body part,things,data/images/things_max/skeleton.jpg,16,16
skewer,kitchen tool,things,data/images/things_max/skewer.jpg,12,12
ski,sports equipment,things,data/images/things_max/ski.jpg,13,13
ski_boots,"sports equipment, clothing",things,data/images/things_max/ski_boots.jpg,13,13
ski_lift,#N/A,things,data/images/things_max/ski_lift.jpg,16,16
ski_pole,sports equipment,things,data/images/things_max/ski_pole.jpg,12,12
skin,body part,things,data/images/things_max/skin.jpg,13,13
skirt,clothing,things,data/images/things_max/skirt.jpg,15,15
skull,body part,things,data/images/things_max/skull.jpg,13,13
skunk,animal,things,data/images/things_max/skunk.jpg,14,14
sled,"vehicle, sports equipment",things,data/images/things_max/sled.jpg,12,12
sledgehammer,tool,things,data/images/things_max/sledgehammer.jpg,13,13
sleeping_bag,container,things,data/images/things_max/sleeping_bag.jpg,12,12
slicer,"electronic device, kitchen appliance",things,data/images/things_max/slicer.jpg,14,14
slide,toy,things,data/images/things_max/slide.jpg,16,16
slime,toy,things,data/images/things_max/slime.jpg,12,12
sling,medical equipment,things,data/images/things_max/sling.jpg,12,12
slingshot,"weapon, toy",things,data/images/things_max/slingshot.jpg,12,12
slipper,clothing,things,data/images/things_max/slipper.jpg,12,12
slot,Noun,things,data/images/things_max/slot.jpg,13,13
slot_machine,electronic device,things,data/images/things_max/slot_machine.jpg,15,15
sloth,animal,things,data/images/things_max/sloth.jpg,12,12
slug,animal,things,data/images/things_max/slug.jpg,14,14
smoke_alarm,electronic device,things,data/images/things_max/smoke_alarm.jpg,12,12
smoothie,drink,things,data/images/things_max/smoothie.jpg,14,14
snack,food,things,data/images/things_max/snack.jpg,14,14
snail,animal,things,data/images/things_max/snail.jpg,19,19
snake,animal,things,data/images/things_max/snake.jpg,16,16
snorkel,sports equipment,things,data/images/things_max/snorkel.jpg,14,14
snow,Noun,things,data/images/things_max/snow.jpg,12,12
snowball,toy,things,data/images/things_max/snowball.jpg,12,12
snowboard,sports equipment,things,data/images/things_max/snowboard.jpg,12,12
snowman,Noun,things,data/images/things_max/snowman.jpg,12,12
snowmobile,vehicle,things,data/images/things_max/snowmobile.jpg,12,12
snowplow,vehicle,things,data/images/things_max/snowplow.jpg,12,12
snowshoe,"sports equipment, clothing",things,data/images/things_max/snowshoe.jpg,13,13
snowsuit,clothing,things,data/images/things_max/snowsuit.jpg,12,12
soap,Noun,things,data/images/things_max/soap.jpg,12,12
soccer_ball,sports equipment,things,data/images/things_max/soccer_ball.jpg,13,13
sock,clothing,things,data/images/things_max/sock.jpg,13,13
soda,drink,things,data/images/things_max/soda.jpg,12,12
soda_fountain,#N/A,things,data/images/things_max/soda_fountain.jpg,13,13
sofa_bed,furniture,things,data/images/things_max/sofa_bed.jpg,13,13
solar_panel,#N/A,things,data/images/things_max/solar_panel.jpg,13,13
soldering_iron,tool,things,data/images/things_max/soldering_iron.jpg,14,14
sombrero,"clothing, clothing accessory",things,data/images/things_max/sombrero.jpg,12,12
sonogram,Noun,things,data/images/things_max/sonogram.jpg,13,13
sorbet,"food, dessert",things,data/images/things_max/sorbet.jpg,12,12
souffle,"food, dessert",things,data/images/things_max/souffle.jpg,18,18
soup,food,things,data/images/things_max/soup.jpg,12,12
soy_sauce,food,things,data/images/things_max/soy_sauce.jpg,13,13
space_shuttle,vehicle,things,data/images/things_max/space_shuttle.jpg,13,13
spacesuit,clothing,things,data/images/things_max/spacesuit.jpg,12,12
spaghetti,food,things,data/images/things_max/spaghetti.jpg,14,14
spam,food,things,data/images/things_max/spam.jpg,12,12
spareribs,food,things,data/images/things_max/spareribs.jpg,13,13
spark_plug,part of car,things,data/images/things_max/spark_plug.jpg,12,12
sparkler,Noun,things,data/images/things_max/sparkler.jpg,15,15
spatula,"kitchen tool, tool",things,data/images/things_max/spatula.jpg,13,13
speaker,Noun,things,data/images/things_max/speaker.jpg,19,19
spear,weapon,things,data/images/things_max/spear.jpg,12,12
speedboat,vehicle,things,data/images/things_max/speedboat.jpg,12,12
speedometer,part of car,things,data/images/things_max/speedometer.jpg,12,12
spider,animal,things,data/images/things_max/spider.jpg,12,12
spider_web,#N/A,things,data/images/things_max/spider_web.jpg,15,15
spinach,"plant, food, vegetable",things,data/images/things_max/spinach.jpg,13,13
splinter,Noun,things,data/images/things_max/splinter.jpg,12,12
sponge,Noun,things,data/images/things_max/sponge.jpg,14,14
spool,Noun,things,data/images/things_max/spool.jpg,14,14
spoon,"kitchen tool, tool",things,data/images/things_max/spoon.jpg,13,13
spout,Verb,things,data/images/things_max/spout.jpg,14,14
spring_roll,food,things,data/images/things_max/spring_roll.jpg,16,16
springboard,sports equipment,things,data/images/things_max/springboard.jpg,13,13
sprinkler,Noun,things,data/images/things_max/sprinkler.jpg,15,15
sprouts,"food, vegetable",things,data/images/things_max/sprouts.jpg,12,12
spur,Noun,things,data/images/things_max/spur.jpg,13,13
squash,"food, vegetable",things,data/images/things_max/squash.jpg,13,13
squeegee,tool,things,data/images/things_max/squeegee.jpg,12,12
squid,"animal, food",things,data/images/things_max/squid.jpg,13,13
squirrel,animal,things,data/images/things_max/squirrel.jpg,14,14
squirt_gun,toy,things,data/images/things_max/squirt_gun.jpg,15,15
stained_glass,home decor,things,data/images/things_max/stained_glass.jpg,12,12
stair,Noun,things,data/images/things_max/stair.jpg,17,17
stake,Noun,things,data/images/things_max/stake.jpg,13,13
stalagmite,Noun,things,data/images/things_max/stalagmite.jpg,15,15
stamp1,Noun,things,data/images/things_max/stamp1.jpg,13,13
stamp2,tool,things,data/images/things_max/stamp2.jpg,12,12
staple,office supply,things,data/images/things_max/staple.jpg,12,12
staple_gun,tool,things,data/images/things_max/staple_gun.jpg,12,12
stapler,office supply,things,data/images/things_max/stapler.jpg,12,12
star_fruit,"food, fruit",things,data/images/things_max/star_fruit.jpg,13,13
starfish,animal,things,data/images/things_max/starfish.jpg,15,15
station_wagon,vehicle,things,data/images/things_max/station_wagon.jpg,13,13
statue,home decor,things,data/images/things_max/statue.jpg,17,17
steak,food,things,data/images/things_max/steak.jpg,15,15
steamroller,vehicle,things,data/images/things_max/steamroller.jpg,13,13
steering_wheel,part of car,things,data/images/things_max/steering_wheel.jpg,15,15
stem,Noun,things,data/images/things_max/stem.jpg,12,12
step_stool,furniture,things,data/images/things_max/step_stool.jpg,12,12
stereo,electronic device,things,data/images/things_max/stereo.jpg,13,13
stethoscope,medical equipment,things,data/images/things_max/stethoscope.jpg,12,12
stew,food,things,data/images/things_max/stew.jpg,18,18
stick,Verb,things,data/images/things_max/stick.jpg,13,13
sticker,Noun,things,data/images/things_max/sticker.jpg,13,13
stiletto,clothing,things,data/images/things_max/stiletto.jpg,15,15
stilt,toy,things,data/images/things_max/stilt.jpg,14,14
stingray,animal,things,data/images/things_max/stingray.jpg,13,13
stir_fry,food,things,data/images/things_max/stir_fry.jpg,20,20
stirrup,Noun,things,data/images/things_max/stirrup.jpg,12,12
stockings,clothing,things,data/images/things_max/stockings.jpg,12,12
stomach,body part,things,data/images/things_max/stomach.jpg,12,12
stool,furniture,things,data/images/things_max/stool.jpg,12,12
stopwatch,sports equipment,things,data/images/things_max/stopwatch.jpg,13,13
stove1,kitchen appliance,things,data/images/things_max/stove1.jpg,13,13
stove2,kitchen appliance,things,data/images/things_max/stove2.jpg,13,13
straightjacket,clothing,things,data/images/things_max/straightjacket.jpg,12,12
strainer,kitchen tool,things,data/images/things_max/strainer.jpg,14,14
strap,Noun,things,data/images/things_max/strap.jpg,17,17
straw1,Noun,things,data/images/things_max/straw1.jpg,13,13
straw2,Noun,things,data/images/things_max/straw2.jpg,17,17
strawberry,"food, fruit",things,data/images/things_max/strawberry.jpg,15,15
streetlight,Noun,things,data/images/things_max/streetlight.jpg,16,16
stretcher,medical equipment,things,data/images/things_max/stretcher.jpg,12,12
string_cheese,food,things,data/images/things_max/string_cheese.jpg,13,13
stroller,vehicle,things,data/images/things_max/stroller.jpg,16,16
stuffing,food,things,data/images/things_max/stuffing.jpg,12,12
stump,Noun,things,data/images/things_max/stump.jpg,14,14
submarine,vehicle,things,data/images/things_max/submarine.jpg,14,14
subway,vehicle,things,data/images/things_max/subway.jpg,13,13
sugar_cube,food,things,data/images/things_max/sugar_cube.jpg,12,12
suit,clothing,things,data/images/things_max/suit.jpg,15,15
suitcase,container,things,data/images/things_max/suitcase.jpg,14,14
sundae,"food, dessert",things,data/images/things_max/sundae.jpg,13,13
sundial,Noun,things,data/images/things_max/sundial.jpg,14,14
sunflower,plant,things,data/images/things_max/sunflower.jpg,18,18
sunglasses,Noun,things,data/images/things_max/sunglasses.jpg,15,15
sunroof,part of car,things,data/images/things_max/sunroof.jpg,12,12
surfboard,sports equipment,things,data/images/things_max/surfboard.jpg,16,16
sushi,food,things,data/images/things_max/sushi.jpg,18,18
suspenders,"clothing, clothing accessory",things,data/images/things_max/suspenders.jpg,15,15
swab,medical equipment,things,data/images/things_max/swab.jpg,16,16
swan,"animal, bird",things,data/images/things_max/swan.jpg,14,14
sweater,clothing,things,data/images/things_max/sweater.jpg,20,20
sweatsuit,clothing,things,data/images/things_max/sweatsuit.jpg,12,12
sweeper,tool,things,data/images/things_max/sweeper.jpg,14,14
sweet_potato,"food, vegetable",things,data/images/things_max/sweet_potato.jpg,12,12
swimming_pool,container,things,data/images/things_max/swimming_pool.jpg,20,20
swimsuit,clothing,things,data/images/things_max/swimsuit.jpg,12,12
swing,toy,things,data/images/things_max/swing.jpg,13,13
swing_set,#N/A,things,data/images/things_max/swing_set.jpg,15,15
switch,Verb,things,data/images/things_max/switch.jpg,14,14
swizzle_stick,#N/A,things,data/images/things_max/swizzle_stick.jpg,13,13
sword,weapon,things,data/images/things_max/sword.jpg,14,14
swordfish,"animal, food",things,data/images/things_max/swordfish.jpg,12,12
syringe,"medical equipment, container",things,data/images/things_max/syringe.jpg,14,14
syrup,food,things,data/images/things_max/syrup.jpg,12,12
t-shirt,clothing,things,data/images/things_max/t-shirt.jpg,15,15
tab,Noun,things,data/images/things_max/tab.jpg,14,14
table,furniture,things,data/images/things_max/table.jpg,12,12
tablecloth,Noun,things,data/images/things_max/tablecloth.jpg,12,12
tablet,electronic device,things,data/images/things_max/tablet.jpg,13,13
tack,office supply,things,data/images/things_max/tack.jpg,13,13
tackle,Verb,things,data/images/things_max/tackle.jpg,13,13
taco,food,things,data/images/things_max/taco.jpg,13,13
tadpole,animal,things,data/images/things_max/tadpole.jpg,12,12
taffy,food,things,data/images/things_max/taffy.jpg,13,13
tag,Noun,things,data/images/things_max/tag.jpg,13,13
taillight,part of car,things,data/images/things_max/taillight.jpg,16,16
tamale,food,things,data/images/things_max/tamale.jpg,16,16
tambourine,musical instrument,things,data/images/things_max/tambourine.jpg,14,14
tank1,weapon,things,data/images/things_max/tank1.jpg,17,17
tank2,container,things,data/images/things_max/tank2.jpg,12,12
tape,office supply,things,data/images/things_max/tape.jpg,13,13
tape_measure,tool,things,data/images/things_max/tape_measure.jpg,14,14
tape_recorder,electronic device,things,data/images/things_max/tape_recorder.jpg,12,12
tapestry,home decor,things,data/images/things_max/tapestry.jpg,15,15
tarantula,animal,things,data/images/things_max/tarantula.jpg,16,16
target,sports equipment,things,data/images/things_max/target.jpg,14,14
tarp,Noun,things,data/images/things_max/tarp.jpg,13,13
tattoo,decoration,things,data/images/things_max/tattoo.jpg,19,19
taxi,vehicle,things,data/images/things_max/taxi.jpg,17,17
tea,drink,things,data/images/things_max/tea.jpg,15,15
teabag,container,things,data/images/things_max/teabag.jpg,14,14
teacup,container,things,data/images/things_max/teacup.jpg,13,13
teapot,container,things,data/images/things_max/teapot.jpg,13,13
teddy_bear,toy,things,data/images/things_max/teddy_bear.jpg,12,12
tee,sports equipment,things,data/images/things_max/tee.jpg,12,12
teepee,Noun,things,data/images/things_max/teepee.jpg,12,12
telegraph,Noun,things,data/images/things_max/telegraph.jpg,13,13
telephone_pole,#N/A,things,data/images/things_max/telephone_pole.jpg,12,12
telescope,Noun,things,data/images/things_max/telescope.jpg,13,13
television,electronic device,things,data/images/things_max/television.jpg,14,14
tennis_ball,sports equipment,things,data/images/things_max/tennis_ball.jpg,17,17
tent,container,things,data/images/things_max/tent.jpg,16,16
terrarium,"home decor, container",things,data/images/things_max/terrarium.jpg,13,13
test_tube,container,things,data/images/things_max/test_tube.jpg,17,17
thermometer,Noun,things,data/images/things_max/thermometer.jpg,12,12
thermos,container,things,data/images/things_max/thermos.jpg,17,17
thermostat,Noun,things,data/images/things_max/thermostat.jpg,16,16
thimble,container,things,data/images/things_max/thimble.jpg,12,12
thorn,body part,things,data/images/things_max/thorn.jpg,17,17
thread,Noun,things,data/images/things_max/thread.jpg,12,12
throne,furniture,things,data/images/things_max/throne.jpg,3,3
